Location	Name	ID	Count	Slots
Bank2-Slot6-Slot2	Empty	0	0	0
Bank2-Slot7	Faded Ascending Spirit Wrist Armor	168101	1	2
Bank2-Slot7-Slot1	Empty	0	0	0
Bank2-Slot7-Slot2	Empty	0	0	0
Bank2-Slot8	Faded Ascending Spirit Wrist Armor	168101	1	2
Bank2-Slot8-Slot1	Empty	0	0	0
Bank2-Slot8-Slot2	Empty	0	0	0
Bank2-Slot9	Glowing Runes of Kunark	148810	1	6
Bank2-Slot10	Glowing Runes of Kunark	148810	1	6
Bank2-Slot11	Glowing Runes of Kunark	148810	1	6
Bank2-Slot12	Lesser Runes of Kunark	148807	1	6
Bank2-Slot13	Lesser Runes of Kunark	148807	1	6
Bank2-Slot14	Lesser Runes of Kunark	148807	1	6
Bank2-Slot15	Glowing Marked Symbol of the Ring of Scale	151910	1	6
Bank2-Slot16	Greater Marked Symbol of the Ring of Scale	151909	1	6
Bank2-Slot17	Greater Marked Symbol of the Ring of Scale	151909	1	6
Bank2-Slot18	Greater Marked Symbol of the Ring of Scale	151909	1	6
Bank2-Slot19	Median Marked Symbol of the Ring of Scale	151908	1	6
Bank2-Slot20	Lesser Marked Symbol of the Ring of Scale	151907	1	6
Bank2-Slot21	Lesser Marked Symbol of the Ring of Scale	151907	1	6
Bank2-Slot22	Lesser Marked Symbol of the Ring of Scale	151907	1	6
Bank2-Slot23	Minor Marked Symbol of the Ring of Scale	151906	1	6
Bank2-Slot24	Black Battleworn Sporran	161423	1	44
Bank2-Slot24-Slot1	Empty	0	0	0
Bank2-Slot24-Slot2	Empty	0	0	0
Bank2-Slot24-Slot3	Empty	0	0	0
Bank2-Slot24-Slot4	Empty	0	0	0
Bank2-Slot24-Slot5	Empty	0	0	0
Bank2-Slot24-Slot6	Empty	0	0	0
Bank2-Slot24-Slot7	Empty	0	0	0
Bank2-Slot24-Slot8	Empty	0	0	0
Bank2-Slot24-Slot9	Empty	0	0	0
Bank2-Slot24-Slot10	Empty	0	0	0
Bank2-Slot24-Slot11	Empty	0	0	0
Bank2-Slot24-Slot12	Empty	0	0	0
Bank2-Slot24-Slot13	Empty	0	0	0
Bank2-Slot24-Slot14	Empty	0	0	0
Bank2-Slot24-Slot15	Empty	0	0	0
Bank2-Slot24-Slot16	Empty	0	0	0
Bank2-Slot24-Slot17	Empty	0	0	0
Bank2-Slot24-Slot18	Empty	0	0	0
Bank2-Slot24-Slot19	Empty	0	0	0
Bank2-Slot24-Slot20	Empty	0	0	0
Bank2-Slot24-Slot21	Empty	0	0	0
Bank2-Slot24-Slot22	Empty	0	0	0
Bank2-Slot24-Slot23	Empty	0	0	0
Bank2-Slot24-Slot24	Empty	0	0	0
Bank2-Slot24-Slot25	Empty	0	0	0
Bank2-Slot24-Slot26	Empty	0	0	0
Bank2-Slot24-Slot27	Empty	0	0	0
Bank2-Slot24-Slot28	Empty	0	0	0
Bank2-Slot24-Slot29	Empty	0	0	0
Bank2-Slot24-Slot30	Empty	0	0	0
Bank2-Slot24-Slot31	Empty	0	0	0
Bank2-Slot24-Slot32	Empty	0	0	0
Bank2-Slot24-Slot33	Empty	0	0	0
Bank2-Slot24-Slot34	Empty	0	0	0
Bank2-Slot24-Slot35	Empty	0	0	0
Bank2-Slot24-Slot36	Empty	0	0	0
Bank2-Slot24-Slot37	Empty	0	0	0
Bank2-Slot24-Slot38	Empty	0	0	0
Bank2-Slot24-Slot39	Empty	0	0	0
Bank2-Slot24-Slot40	Empty	0	0	0
Bank2-Slot24-Slot41	Empty	0	0	0
Bank2-Slot24-Slot42	Empty	0	0	0
Bank2-Slot24-Slot43	Empty	0	0	0
Bank2-Slot24-Slot44	Empty	0	0	0
Bank3	Scuffed Journeyman's Pocketed Rucksack	54448	1	32
Bank3-Slot1	Diamondized Restless Ore	166141	1	6
Bank3-Slot2	Diamondized Restless Ore	166141	1	6
Bank3-Slot3	Diamondized Restless Ore	166141	1	6
Bank3-Slot4	Diamondized Restless Ore	166141	1	6
Bank3-Slot5	Diamondized Restless Ore	166141	1	6
Bank3-Slot6	Diamondized Restless Ore	166141	1	6
Bank3-Slot7	Diamondized Restless Ore	166141	1	6
Bank3-Slot8	Diamondized Restless Ore	166141	1	6
Bank3-Slot9	Diamondized Restless Ore	166141	1	6
Bank3-Slot10	Diamondized Restless Ore	166141	1	6
Bank3-Slot11	Diamondized Restless Ore	166141	1	6
Bank3-Slot12	Diamondized Restless Ore	166141	1	6
Bank3-Slot13	Diamondized Restless Ore	166141	1	6
Bank3-Slot14	Diamondized Restless Ore	166141	1	6
Bank3-Slot15	Diamondized Restless Ore	166141	1	6
Bank3-Slot16	Diamondized Restless Ore	166141	1	6
Bank3-Slot17	Diamondized Restless Ore	166141	1	6
Bank3-Slot18	Diamondized Restless Ore	166141	1	6
Bank3-Slot19	Diamondized Restless Ore	166141	1	6
Bank3-Slot20	Diamondized Restless Ore	166141	1	6
Bank3-Slot21	Diamondized Restless Ore	166141	1	6
Bank3-Slot22	Diamondized Restless Ore	166141	1	6
Bank3-Slot23	Diamondized Restless Ore	166141	1	6
Bank3-Slot24	Diamondized Restless Ore	166141	1	6
Bank3-Slot25	Diamondized Restless Ore	166141	1	6
Bank3-Slot26	Ice Encrusted Great Sword	164373	1	6
Bank3-Slot26-Slot1	Empty	0	0	0
Bank3-Slot26-Slot2	Empty	0	0	0
Bank3-Slot26-Slot3	Empty	0	0	0
Bank3-Slot27	Emblem of the Dread Suzerain	152427	16	6
Bank3-Slot28	Exultant Inhabited Muhbis	160767	5	6
Bank3-Slot29	Lizardscale Plated Girdle	52123	1	6
Bank3-Slot29-Slot1	Empty	0	0	0
Bank3-Slot30	Huntsman's Ethereal Quiver	121333	1	6
Bank3-Slot31	Empty	0	0	0
Bank3-Slot32	Empty	0	0	0
Bank4	Scuffed Journeyman's Pocketed Rucksack	54448	1	32
Bank4-Slot1	Empty	0	0	0
Bank4-Slot2	Empty	0	0	0
Bank4-Slot3	Empty	0	0	0
Bank4-Slot4	Empty	0	0	0
Bank4-Slot5	Empty	0	0	0
Bank4-Slot6	Empty	0	0	0
Bank4-Slot7	Empty	0	0	0
Bank4-Slot8	Empty	0	0	0
Bank4-Slot9	Empty	0	0	0
Bank4-Slot10	Empty	0	0	0
Bank4-Slot11	Empty	0	0	0
Bank4-Slot12	Empty	0	0	0
Bank4-Slot13	Empty	0	0	0
Bank4-Slot14	Empty	0	0	0
Bank4-Slot15	Empty	0	0	0
Bank4-Slot16	Empty	0	0	0
Bank4-Slot17	Empty	0	0	0
Bank4-Slot18	Empty	0	0	0
Bank4-Slot19	Empty	0	0	0
Bank4-Slot20	Empty	0	0	0
Bank4-Slot21	Empty	0	0	0
Bank4-Slot22	Empty	0	0	0
Bank4-Slot23	Empty	0	0	0
Bank4-Slot24	Empty	0	0	0
Bank4-Slot25	Empty	0	0	0
Bank4-Slot26	Empty	0	0	0
Bank4-Slot27	Empty	0	0	0
Bank4-Slot28	Empty	0	0	0
Bank4-Slot29	Blood Draining Spike	141003	1	6
Bank4-Slot30	Energizing Attachment	140603	1	6
Bank4-Slot31	Empty	0	0	0
Bank4-Slot32	Empty	0	0	0
Bank5	Hoard-Thieves' Bloodied Bag	151780	1	40
Bank5-Slot1	Velium Mendicant Source	163588	1	6
Bank5-Slot2	Velium Mendicant Source	163588	1	6
Bank5-Slot3	Velium Mendicant Source	163588	1	6
Bank5-Slot4	Velium Mendicant Source	163588	1	6
Bank5-Slot5	Velium Assaulter Source	163592	1	6
Bank5-Slot6	Velium Assaulter Source	163592	1	6
Bank5-Slot7	Velium Assaulter Source	163592	1	6
Bank5-Slot8	Velium Assaulter Source	163592	1	6
Bank5-Slot9	Velium Convoker Source	163590	1	6
Bank5-Slot10	Velium Convoker Source	163590	1	6
Bank5-Slot11	Velium Convoker Source	163590	1	6
Bank5-Slot12	Velium Convoker Source	163590	1	6
Bank5-Slot13	Velium Protector Source	163586	1	6
Bank5-Slot14	Velium Protector Source	163586	1	6
Bank5-Slot15	Velium Protector Source	163586	1	6
Bank5-Slot16	Velium Protector Source	163586	1	6
Bank5-Slot17	Luclinite Defender Source	167183	1	6
Bank5-Slot18	Luclinite Defender Source	167183	1	6
Bank5-Slot19	Luclinite Defender Source	167183	1	6
Bank5-Slot20	Luclinite Defender Source	167183	1	6
Bank5-Slot21	Luclinite Mendicant Source	167185	1	6
Bank5-Slot22	Luclinite Mendicant Source	167185	1	6
Bank5-Slot23	Luclinite Mendicant Source	167185	1	6
Bank5-Slot24	Luclinite Mendicant Source	167185	1	6
Bank5-Slot25	Luclinite Attacker Source	167189	1	6
Bank5-Slot26	Luclinite Attacker Source	167189	1	6
Bank5-Slot27	Luclinite Attacker Source	167189	1	6
Bank5-Slot28	Luclinite Attacker Source	167189	1	6
Bank5-Slot29	Luclinite Convoker Source	167187	1	6
Bank5-Slot30	Luclinite Convoker Source	167187	1	6
Bank5-Slot31	Luclinite Convoker Source	167187	1	6
Bank5-Slot32	Luclinite Convoker Source	167187	1	6
Bank5-Slot33	Cliff Stone	151501	1	6
Bank5-Slot34	Cliff Stone	151501	1	6
Bank5-Slot35	Scorpikis Worry Stone	151506	1	6
Bank5-Slot36	Scorpikis Worry Stone	151506	1	6
Bank5-Slot37	Enchanted Dragon Scale	151516	1	6
Bank5-Slot38	Enchanted Dragon Scale	151516	1	6
Bank5-Slot39	Magma Stone	151511	1	6
Bank5-Slot40	Magma Stone	151511	1	6
Bank6	Expert Shadow Hunter's Satchel	57226	1	36
Bank6-Slot1	Spiritually Faded Luclinite Buckler	159786	1	2
Bank6-Slot1-Slot1	Empty	0	0	0
Bank6-Slot1-Slot2	Empty	0	0	0
Bank6-Slot2	Spiritually Faded Luclinite Tower Shield	159784	1	2
Bank6-Slot2-Slot1	Empty	0	0	0
Bank6-Slot2-Slot2	Empty	0	0	0
Bank6-Slot3	Spiritually Faded Luclinite Spiked Shield	159785	1	2
Bank6-Slot3-Slot1	Empty	0	0	0
Bank6-Slot3-Slot2	Empty	0	0	0
Bank6-Slot4	Spiritually Faded Luclinite Athame	159800	1	2
Bank6-Slot4-Slot1	Empty	0	0	0
Bank6-Slot4-Slot2	Empty	0	0	0
Bank6-Slot5	Spiritually Faded Luclinite Wand	159801	1	2
Bank6-Slot5-Slot1	Empty	0	0	0
Bank6-Slot5-Slot2	Empty	0	0	0
Bank6-Slot6	Spiritually Faded Luclinite Arcane Staff	159810	1	2
Bank6-Slot6-Slot1	Empty	0	0	0
Bank6-Slot6-Slot2	Empty	0	0	0
Bank6-Slot7	Spiritually Faded Luclinite Censer	159798	1	2
Bank6-Slot7-Slot1	Empty	0	0	0
Bank6-Slot7-Slot2	Empty	0	0	0
Bank6-Slot8	Spiritually Faded Luclinite Flanged Mace	159799	1	2
Bank6-Slot8-Slot1	Empty	0	0	0
Bank6-Slot8-Slot2	Empty	0	0	0
Bank6-Slot9	Spiritually Faded Luclinite Great Censer	159809	1	2
Bank6-Slot9-Slot1	Empty	0	0	0
Bank6-Slot9-Slot2	Empty	0	0	0
Bank6-Slot10	Spiritually Faded Luclinite Bardiche	159804	1	2
Bank6-Slot10-Slot1	Empty	0	0	0
Bank6-Slot10-Slot2	Empty	0	0	0
Bank6-Slot11	Spiritually Faded Luclinite Fighting Staff	159808	1	2
Bank6-Slot11-Slot1	Empty	0	0	0
Bank6-Slot11-Slot2	Empty	0	0	0
Bank6-Slot12	Spiritually Faded Luclinite Spear	159806	1	2
Bank6-Slot12-Slot1	Empty	0	0	0
Bank6-Slot12-Slot2	Empty	0	0	0
Bank6-Slot13	Spiritually Faded Luclinite Maul	159805	1	2
Bank6-Slot13-Slot1	Empty	0	0	0
Bank6-Slot13-Slot2	Empty	0	0	0
Bank6-Slot14	Spiritually Faded Luclinite Two Headed Spear	159807	1	2
Bank6-Slot14-Slot1	Empty	0	0	0
Bank6-Slot14-Slot2	Empty	0	0	0
Bank6-Slot15	Spiritually Faded Luclinite War Sword	159794	1	2
Bank6-Slot15-Slot1	Empty	0	0	0
Bank6-Slot15-Slot2	Empty	0	0	0
Bank6-Slot16	Spiritually Faded Luclinite Hammer	159789	1	2
Bank6-Slot16-Slot1	Empty	0	0	0
Bank6-Slot16-Slot2	Empty	0	0	0
Bank6-Slot17	Spiritually Faded Luclinite Mace	159790	1	2
Bank6-Slot17-Slot1	Empty	0	0	0
Bank6-Slot17-Slot2	Empty	0	0	0
Bank6-Slot18	Spiritually Faded Luclinite Rapier	159791	1	2
Bank6-Slot18-Slot1	Empty	0	0	0
Bank6-Slot18-Slot2	Empty	0	0	0
Bank6-Slot19	Spiritually Faded Luclinite Hooked Dagger	159792	1	2
Bank6-Slot19-Slot1	Empty	0	0	0
Bank6-Slot19-Slot2	Empty	0	0	0
Bank6-Slot20	Spiritually Faded Luclinite Spiral Dagger	159797	1	2
Bank6-Slot20-Slot1	Empty	0	0	0
Bank6-Slot20-Slot2	Empty	0	0	0
Bank6-Slot21	Spiritually Faded Luclinite Sword	159787	1	2
Bank6-Slot21-Slot1	Empty	0	0	0
Bank6-Slot21-Slot2	Empty	0	0	0
Bank6-Slot22	Spiritually Faded Luclinite Axe	159788	1	2
Bank6-Slot22-Slot1	Empty	0	0	0
Bank6-Slot22-Slot2	Empty	0	0	0
Bank6-Slot23	Spiritually Faded Luclinite Broadsword	159793	1	2
Bank6-Slot23-Slot1	Empty	0	0	0
Bank6-Slot23-Slot2	Empty	0	0	0
Bank6-Slot24	Spiritually Faded Luclinite Katar	159795	1	2
Bank6-Slot24-Slot1	Empty	0	0	0
Bank6-Slot24-Slot2	Empty	0	0	0
Bank6-Slot25	Spiritually Faded Luclinite Club	159796	1	2
Bank6-Slot25-Slot1	Empty	0	0	0
Bank6-Slot25-Slot2	Empty	0	0	0
Bank6-Slot26	Spiritually Faded Luclinite Longbow	159811	1	2
Bank6-Slot26-Slot1	Empty	0	0	0
Bank6-Slot26-Slot2	Empty	0	0	0
Bank6-Slot27	Spiritually Faded Luclinite Riding Bow	159812	1	2
Bank6-Slot27-Slot1	Empty	0	0	0
Bank6-Slot27-Slot2	Empty	0	0	0
Bank6-Slot28	Spiritually Faded Luclinite Short Spear	159803	1	2
Bank6-Slot28-Slot1	Empty	0	0	0
Bank6-Slot28-Slot2	Empty	0	0	0
Bank6-Slot29	Spiritually Faded Luclinite Scimitar	159802	1	2
Bank6-Slot29-Slot1	Empty	0	0	0
Bank6-Slot29-Slot2	Empty	0	0	0
Bank6-Slot30	Spiritually Faded Luclinite Poleaxe	159902	1	2
Bank6-Slot30-Slot1	Empty	0	0	0
Bank6-Slot30-Slot2	Empty	0	0	0
Bank6-Slot31	Empty	0	0	0
Bank6-Slot32	Empty	0	0	0
Bank6-Slot33	Empty	0	0	0
Bank6-Slot34	Empty	0	0	0
Bank6-Slot35	Empty	0	0	0
Bank6-Slot36	Empty	0	0	0
Bank7	Sebilisian Satchel	151779	1	40
Bank7-Slot1	Mysterious Medicine Vessel	167374	1	6
Bank7-Slot2	Illusive Sound	167380	1	6
Bank7-Slot3	Blakn's Box of Diamonds	167375	1	6
Bank7-Slot4	Servant's Sustenance	167378	1	6
Bank7-Slot5	Nimble Crystalline Shard	167377	1	6
Bank7-Slot6	Shade Stone of Intellect	167379	1	6
Bank7-Slot7	Norrathian Stone of Sure Flight	167376	1	6
Bank7-Slot8	Velium Threaded Celerity	165579	1	6
Bank7-Slot9	Faded Restless Velium Resilience	166123	1	2
Bank7-Slot9-Slot1	Empty	0	0	0
Bank7-Slot9-Slot2	Empty	0	0	0
Bank7-Slot10	Faded Restless Velium Harmony	166119	1	2
Bank7-Slot10-Slot1	Empty	0	0	0
Bank7-Slot10-Slot2	Empty	0	0	0
Bank7-Slot11	Faded Restless Velium Intensity	166120	1	2
Bank7-Slot11-Slot1	Empty	0	0	0
Bank7-Slot11-Slot2	Empty	0	0	0
Bank7-Slot12	Faded Restless Velium Ingenuity	166124	1	2
Bank7-Slot12-Slot1	Empty	0	0	0
Bank7-Slot12-Slot2	Empty	0	0	0
Bank7-Slot13	Faded Restless Velium Savviness	166125	1	2
Bank7-Slot13-Slot1	Empty	0	0	0
Bank7-Slot13-Slot2	Empty	0	0	0
Bank7-Slot14	Faded Restless Velium Proficiency	166121	1	2
Bank7-Slot14-Slot1	Empty	0	0	0
Bank7-Slot14-Slot2	Empty	0	0	0
Bank7-Slot15	Faded Bloodied Luclinite of Harmony	166306	1	2
Bank7-Slot15-Slot1	Empty	0	0	0
Bank7-Slot15-Slot2	Empty	0	0	0
Bank7-Slot16	Faded Bloodied Luclinite of Ingenuity	166311	1	2
Bank7-Slot16-Slot1	Empty	0	0	0
Bank7-Slot16-Slot2	Empty	0	0	0
Bank7-Slot17	Faded Bloodied Luclinite of Celerity	166309	1	2
Bank7-Slot17-Slot1	Empty	0	0	0
Bank7-Slot17-Slot2	Empty	0	0	0
Bank7-Slot18	Faded Bloodied Luclinite of Proficiency	166308	1	2
Bank7-Slot18-Slot1	Empty	0	0	0
Bank7-Slot18-Slot2	Empty	0	0	0
Bank7-Slot19	Faded Bloodied Luclinite of Savviness	166312	1	2
Bank7-Slot19-Slot1	Empty	0	0	0
Bank7-Slot19-Slot2	Empty	0	0	0
Bank7-Slot20	Faded Bloodied Luclinite of Intensity	166307	1	2
Bank7-Slot20-Slot1	Empty	0	0	0
Bank7-Slot20-Slot2	Empty	0	0	0
Bank7-Slot21	Faded Bloodied Luclinite of Resilience	166310	1	2
Bank7-Slot21-Slot1	Empty	0	0	0
Bank7-Slot21-Slot2	Empty	0	0	0
Bank7-Slot22	Congruent Luclinite Ensanguined Gem of Striking	164186	1	6
Bank7-Slot23	Reactive Luclinite Ensanguined Gem of Striking	164185	1	6
Bank7-Slot24	Hazy Luclinite Chalcedony	167170	1	6
Bank7-Slot25	Jagged Thought Leech Horn	167372	1	6
Bank7-Slot26	Faded Restless Velium Gem of Striking	166117	1	2
Bank7-Slot26-Slot1	Empty	0	0	0
Bank7-Slot26-Slot2	Empty	0	0	0
Bank7-Slot27	Velium Infused Gem of Striking	163574	1	6
Bank7-Slot28	Traveler's Rucksack	54262	1	24
Bank7-Slot28-Slot1	Empty	0	0	0
Bank7-Slot28-Slot2	Empty	0	0	0
Bank7-Slot28-Slot3	Empty	0	0	0
Bank7-Slot28-Slot4	Empty	0	0	0
Bank7-Slot28-Slot5	Empty	0	0	0
Bank7-Slot28-Slot6	Empty	0	0	0
Bank7-Slot28-Slot7	Empty	0	0	0
Bank7-Slot28-Slot8	Empty	0	0	0
Bank7-Slot28-Slot9	Empty	0	0	0
Bank7-Slot28-Slot10	Empty	0	0	0
Bank7-Slot28-Slot11	Empty	0	0	0
Bank7-Slot28-Slot12	Empty	0	0	0
Bank7-Slot28-Slot13	Empty	0	0	0
Bank7-Slot28-Slot14	Empty	0	0	0
Bank7-Slot28-Slot15	Empty	0	0	0
Bank7-Slot28-Slot16	Empty	0	0	0
Bank7-Slot28-Slot17	Empty	0	0	0
Bank7-Slot28-Slot18	Empty	0	0	0
Bank7-Slot28-Slot19	Empty	0	0	0
Bank7-Slot28-Slot20	Empty	0	0	0
Bank7-Slot28-Slot21	Empty	0	0	0
Bank7-Slot28-Slot22	Empty	0	0	0
Bank7-Slot28-Slot23	Empty	0	0	0
Bank7-Slot28-Slot24	Empty	0	0	0
Bank7-Slot29	Adoptable Animated Pawn Familiar	154743	1	6
Bank7-Slot30	Traveler's Rucksack	54262	1	24
Bank7-Slot30-Slot1	Empty	0	0	0
Bank7-Slot30-Slot2	Empty	0	0	0
Bank7-Slot30-Slot3	Empty	0	0	0
Bank7-Slot30-Slot4	Empty	0	0	0
Bank7-Slot30-Slot5	Empty	0	0	0
Bank7-Slot30-Slot6	Empty	0	0	0
Bank7-Slot30-Slot7	Empty	0	0	0
Bank7-Slot30-Slot8	Empty	0	0	0
Bank7-Slot30-Slot9	Empty	0	0	0
Bank7-Slot30-Slot10	Empty	0	0	0
Bank7-Slot30-Slot11	Empty	0	0	0
Bank7-Slot30-Slot12	Empty	0	0	0
Bank7-Slot30-Slot13	Empty	0	0	0
Bank7-Slot30-Slot14	Empty	0	0	0
Bank7-Slot30-Slot15	Empty	0	0	0
Bank7-Slot30-Slot16	Empty	0	0	0
Bank7-Slot30-Slot17	Empty	0	0	0
Bank7-Slot30-Slot18	Empty	0	0	0
Bank7-Slot30-Slot19	Empty	0	0	0
Bank7-Slot30-Slot20	Empty	0	0	0
Bank7-Slot30-Slot21	Empty	0	0	0
Bank7-Slot30-Slot22	Empty	0	0	0
Bank7-Slot30-Slot23	Empty	0	0	0
Bank7-Slot30-Slot24	Empty	0	0	0
Bank7-Slot31	Stone of the Dar Clan	165372	1	6
Bank7-Slot32	Small Stone of Shadows	167179	1	6
Bank7-Slot33	Glowing Black Drum	59509	1	6
Bank7-Slot34	Black Diamond of Crippling	42073	1	6
Bank7-Slot35	Frozen Grommet	165373	1	6
Bank7-Slot36	Blessed Serilis Prayer Shawl	47822	1	6
Bank7-Slot36-Slot1	Empty	0	0	0
Bank7-Slot36-Slot2	Empty	0	0	0
Bank7-Slot37	Stone of the Patriarch	167171	1	6
Bank7-Slot38	Glooming Stone Eye	167373	1	6
Bank7-Slot39	Reactive Luclinite Ensanguined Gem of Devastation	164187	1	6
Bank7-Slot40	Congruent Luclinite Ensanguined Gem of Devastation	164188	1	6
Bank8	Traveler's Rucksack	54262	1	24
Bank8-Slot1	Draught of the Craftsman	54241	1	6
Bank8-Slot2	Metamorph Wand - Steamwork Soldier	67145	1	6
Bank8-Slot3	Bottle of Hastened Adventure III	64718	3	6
Bank8-Slot4	Jayruk's Vest	51476	1	6
Bank8-Slot5	Potion of Adventure	40605	7	6
Bank8-Slot6	Polymorph Wand: Steam Suit	64747	1	6
Bank8-Slot7	Goblet of Adventure III	163971	1	6
Bank8-Slot8	Dusty Ceremonial Elixir of Scholarship	69256	1	6
Bank8-Slot9	Potion of Adventure	40605	4	6
Bank8-Slot10	Enchanted Firethrower of Speed	80668	1	6
Bank8-Slot10-Slot1	Empty	0	0	0
Bank8-Slot11	Ghostrider's Spirit	55989	1	6
Bank8-Slot12	Bridle of the Corrupted Sokokar	40597	1	6
Bank8-Slot13	Scuffed Journeyman's Rucksack	54447	1	28
Bank8-Slot13-Slot1	Empty	0	0	0
Bank8-Slot13-Slot2	Empty	0	0	0
Bank8-Slot13-Slot3	Empty	0	0	0
Bank8-Slot13-Slot4	Empty	0	0	0
Bank8-Slot13-Slot5	Empty	0	0	0
Bank8-Slot13-Slot6	Empty	0	0	0
Bank8-Slot13-Slot7	Empty	0	0	0
Bank8-Slot13-Slot8	Empty	0	0	0
Bank8-Slot13-Slot9	Empty	0	0	0
Bank8-Slot13-Slot10	Empty	0	0	0
Bank8-Slot13-Slot11	Empty	0	0	0
Bank8-Slot13-Slot12	Empty	0	0	0
Bank8-Slot13-Slot13	Empty	0	0	0
Bank8-Slot13-Slot14	Empty	0	0	0
Bank8-Slot13-Slot15	Empty	0	0	0
Bank8-Slot13-Slot16	Empty	0	0	0
Bank8-Slot13-Slot17	Empty	0	0	0
Bank8-Slot13-Slot18	Empty	0	0	0
Bank8-Slot13-Slot19	Empty	0	0	0
Bank8-Slot13-Slot20	Empty	0	0	0
Bank8-Slot13-Slot21	Empty	0	0	0
Bank8-Slot13-Slot22	Empty	0	0	0
Bank8-Slot13-Slot23	Empty	0	0	0
Bank8-Slot13-Slot24	Empty	0	0	0
Bank8-Slot13-Slot25	Empty	0	0	0
Bank8-Slot13-Slot26	Empty	0	0	0
Bank8-Slot13-Slot27	Empty	0	0	0
Bank8-Slot13-Slot28	Empty	0	0	0
Bank8-Slot14	Scuffed Journeyman's Pocketed Rucksack	54448	1	32
Bank8-Slot14-Slot1	Empty	0	0	0
Bank8-Slot14-Slot2	Empty	0	0	0
Bank8-Slot14-Slot3	Empty	0	0	0
Bank8-Slot14-Slot4	Empty	0	0	0
Bank8-Slot14-Slot5	Empty	0	0	0
Bank8-Slot14-Slot6	Empty	0	0	0
Bank8-Slot14-Slot7	Empty	0	0	0
Bank8-Slot14-Slot8	Empty	0	0	0
Bank8-Slot14-Slot9	Empty	0	0	0
Bank8-Slot14-Slot10	Empty	0	0	0
Bank8-Slot14-Slot11	Empty	0	0	0
Bank8-Slot14-Slot12	Empty	0	0	0
Bank8-Slot14-Slot13	Empty	0	0	0
Bank8-Slot14-Slot14	Empty	0	0	0
Bank8-Slot14-Slot15	Empty	0	0	0
Bank8-Slot14-Slot16	Empty	0	0	0
Bank8-Slot14-Slot17	Empty	0	0	0
Bank8-Slot14-Slot18	Empty	0	0	0
Bank8-Slot14-Slot19	Empty	0	0	0
Bank8-Slot14-Slot20	Empty	0	0	0
Bank8-Slot14-Slot21	Empty	0	0	0
Bank8-Slot14-Slot22	Empty	0	0	0
Bank8-Slot14-Slot23	Empty	0	0	0
Bank8-Slot14-Slot24	Empty	0	0	0
Bank8-Slot14-Slot25	Empty	0	0	0
Bank8-Slot14-Slot26	Empty	0	0	0
Bank8-Slot14-Slot27	Empty	0	0	0
Bank8-Slot14-Slot28	Empty	0	0	0
Bank8-Slot14-Slot29	Empty	0	0	0
Bank8-Slot14-Slot30	Empty	0	0	0
Bank8-Slot14-Slot31	Empty	0	0	0
Bank8-Slot14-Slot32	Empty	0	0	0
Bank8-Slot15	Scuffed Journeyman's Pocketed Rucksack	54448	1	32
Bank8-Slot15-Slot1	Empty	0	0	0
Bank8-Slot15-Slot2	Empty	0	0	0
Bank8-Slot15-Slot3	Empty	0	0	0
Bank8-Slot15-Slot4	Empty	0	0	0
Bank8-Slot15-Slot5	Empty	0	0	0
Bank8-Slot15-Slot6	Empty	0	0	0
Bank8-Slot15-Slot7	Empty	0	0	0
Bank8-Slot15-Slot8	Empty	0	0	0
Bank8-Slot15-Slot9	Empty	0	0	0
Bank8-Slot15-Slot10	Empty	0	0	0
Bank8-Slot15-Slot11	Empty	0	0	0
Bank8-Slot15-Slot12	Empty	0	0	0
Bank8-Slot15-Slot13	Empty	0	0	0
Bank8-Slot15-Slot14	Empty	0	0	0
Bank8-Slot15-Slot15	Empty	0	0	0
Bank8-Slot15-Slot16	Empty	0	0	0
Bank8-Slot15-Slot17	Empty	0	0	0
Bank8-Slot15-Slot18	Empty	0	0	0
Bank8-Slot15-Slot19	Empty	0	0	0
Bank8-Slot15-Slot20	Empty	0	0	0
Bank8-Slot15-Slot21	Empty	0	0	0
Bank8-Slot15-Slot22	Empty	0	0	0
Bank8-Slot15-Slot23	Empty	0	0	0
Bank8-Slot15-Slot24	Empty	0	0	0
Bank8-Slot15-Slot25	Empty	0	0	0
Bank8-Slot15-Slot26	Empty	0	0	0
Bank8-Slot15-Slot27	Empty	0	0	0
Bank8-Slot15-Slot28	Empty	0	0	0
Bank8-Slot15-Slot29	Empty	0	0	0
Bank8-Slot15-Slot30	Empty	0	0	0
Bank8-Slot15-Slot31	Empty	0	0	0
Bank8-Slot15-Slot32	Empty	0	0	0
Bank8-Slot16	Scuffed Journeyman's Pocketed Rucksack	54448	1	32
Bank8-Slot16-Slot1	Empty	0	0	0
Bank8-Slot16-Slot2	Empty	0	0	0
Bank8-Slot16-Slot3	Empty	0	0	0
Bank8-Slot16-Slot4	Empty	0	0	0
Bank8-Slot16-Slot5	Empty	0	0	0
Bank8-Slot16-Slot6	Empty	0	0	0
Bank8-Slot16-Slot7	Empty	0	0	0
Bank8-Slot16-Slot8	Empty	0	0	0
Bank8-Slot16-Slot9	Empty	0	0	0
Bank8-Slot16-Slot10	Empty	0	0	0
Bank8-Slot16-Slot11	Empty	0	0	0
Bank8-Slot16-Slot12	Empty	0	0	0
Bank8-Slot16-Slot13	Empty	0	0	0
Bank8-Slot16-Slot14	Empty	0	0	0
Bank8-Slot16-Slot15	Empty	0	0	0
